0,False
1,False
2,False
3,False
4,False
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,False
13,False
14,False
15,False
16,False
17,False
18,False
19,False
20,False
21,False
22,False
23,False
24,False
25,True
26,False
27,True
28,False
29,False
30,False
31,False
32,False
33,False
34,False
35,True
36,True
37,True
38,False
39,True
40,True
41,False
42,False
43,False
44,True
45,False
46,False
47,False
48,False
49,False
50,False
51,False
52,True
53,False
54,False
55,False
56,False
57,False
58,False
59,False
60,False
61,False
62,False
63,False
64,True
65,False
66,False
67,False
68,False
69,True
70,True
71,False
72,False
73,False
74,True
75,False
76,False
77,False
78,False
79,True
80,False
81,False
82,False
83,False
84,False
85,False
86,False
87,True
88,False
89,True
90,True
91,False
92,False
93,False
94,False
95,False
96,False
97,False
98,False
99,False
100,True
101,False
102,False
103,False
104,False
105,True
106,True
107,False
108,False
109,True
110,False
111,False
112,False
113,False
114,True
115,True
116,False
117,False
118,False
119,False
120,False
121,True
122,False
123,False
124,True
125,False
126,False
127,False
128,False
129,True
130,True
131,True
132,False
133,True
134,False
135,False
136,True
137,False
138,True
139,False
140,False
141,False
142,True
143,False
144,False
145,False
146,False
147,False
148,False
149,True
150,True
151,True
152,False
153,False
154,False
155,False
156,False
157,True
158,False
159,False
160,False
161,True
162,False
163,False
164,True
165,False
166,False
167,False
168,False
169,False
170,False
171,True
172,False
173,False
174,True
175,False
176,True
177,True
178,True
179,False
180,False
181,False
182,True
183,False
184,False
185,True
186,False
187,False
188,False
189,False
190,False
191,False
192,True
193,False
194,True
195,True
196,False
197,False
198,False
199,False
200,False
201,True
202,False
203,True
204,False
205,False
206,False
207,False
208,True
209,False
210,True
211,True
212,False
213,True
214,False
215,False
216,False
217,False
218,True
219,True
220,False
221,False
222,False
223,False
224,False
225,False
226,False
227,False
228,False
229,False
230,False
231,False
232,False
233,False
234,True
235,False
236,False
237,True
238,False
239,False
240,False
241,False
242,False
243,True
244,False
245,False
246,False
247,False
248,False
249,False
250,False
251,False
252,True
253,True
254,False
255,False
256,False
257,False
258,False
259,False
