,album_name,artist
548231,Warm & Tender Soul,Percy Sledge
548240,Our Wedding Album or The Great Society Affair,Various Artists
548241,Search For The New Land,Lee Morgan
548243,Kate Smith Today,Kate Smith
548244,The Great Songs!,Nat King Cole
548355,Up-Tight Everything's Alright,Stevie Wonder
548356,Soul & Inspiration,The Righteous Brothers
548368,The Lonely Things,Glenn Yarbrough
548501,Just Like Us!,Paul Revere & The Raiders
548504,Strangers In The Night,Bert Kaempfert And His Orchestra
548507,Road Runner,Jr. Walker & The All Stars
548508,Sunny,Bobby Hebb
548516,Vaudeville!,Eric Rogers & His Orchestra
548521,Carnegie Hall Concert,Buck Owens
548529,Al Tijuana And His Jewish Brass,L
548530,Go With The Ventures!,The Ventures
548542,Faithfull Forever...,Marianne Faithfull
548668,"Paradise, Hawaiian Style",Elvis Presley
548673,The Outsiders Album #2,The Outsiders
548674,My Fair Lady,Soundtrack
548675,Ronnie Dove Sings The Hits For You,Ronnie Dove
548677,"What's Up, Tiger Lily?",The Lovin' Spoonful
548680,My World,Eddy Arnold
548685,The Feel Of Neil Diamond,Neil Diamond
548688,The Supremes At The Copa,The Supremes
548689,"The ""Pops"" Goes Country",Chet Atkins
548690,The Fugs First Album,Fugs
548788,"Hold On, I'm Comin'",Sam & Dave
548796,Red Rubber Ball,The Cyrkle
548805,Crying Time,Ray Charles
548815,The Real Donovan,Donovan
548830,Carla,Carla Thomas
548840,The Soul Album,Otis Redding
548841,Our Mann Flute,Herbie Mann
548843,Living Soul,"Richard ""Groove"" Holmes"
548961,Li'l Red Riding Hood,Sam The Sham and the Pharaohs
548963,Soul Message,"Richard ""Groove"" Holmes"
548978,It's A Man's Man's Man's World,James Brown
548979,Hanky Panky,Tommy James
548980,Hits Again!,Gary Lewis And The Playboys
548992,Satisfied With You,The Dave Clark Five
548993,Out Of Our Heads,The Rolling Stones
548995,Mickie Finn's - America's No.1 Speakeasy,Soundtrack
549132,Zorba The Greek,Soundtrack
549133,Class Of '66,Floyd Cramer
549137,Daydream,The Lovin' Spoonful
549144,Della Reese Live,Della Reese
549267,When A Man Loves A Woman,Percy Sledge
549274,Up With People!,U
549283,Shotgun,Jr. Walker & The All Stars
549287,That Was The Year That Was,Tom Lehrer
549289,Wayne Newton - Now!,Wayne Newton
549293,The Best Of Little Anthony & The Imperials,Little Anthony And The Imperials
549406,Dirty Water,The Standells
549408,The Best Of Peter And Gordon,Peter And Gordon
549424,Nancy In London,Nancy Sinatra
549429,The Second Latin Album,Trini Lopez
549437,Double Shot (Of My Baby's Love),Swingin' Medallions
549444,The Singing Nun,Debbie Reynolds
549551,15 Great Hits,The Kingsmen
549555,Live At The Cafe Au Go Go,The Blues Project
549590,Dance The Cool Jerk,The Capitols
549689,Ballads Of The Green Berets,SSgt Barry Sadler
549709,Turn! Turn! Turn!,The Byrds
549713,A New Song For Young Love,The Lettermen
549714,We Must Be Doing Something Right!,The Joe Cuba Sextet
549719,I Want To Go With You,Eddy Arnold
549720,Who's Afraid Of Virginia Woolf?,Soundtrack
549721,"My Name Is Barbra, Two...",Barbra Streisand
549730,The Fantasticks,Original Cast
549739,Gotta Travel On,Ray Bryant
549740,Arabesque,Henry Mancini
549742,Younger Girl,The Critters
549744,Greatest Hits,The New Christy Minstrels
549832,Your All-Time Country Favorites,John Gary
549858,The Best Of Chad & Jeremy,Chad & Jeremy
549874,The Movie Song Album,Tony Bennett
549877,Do You Believe In Magic,The Lovin' Spoonful
549878,10 Golden Years,Brenda Lee
549997,Hold On!,Herman's Hermits
550009,Bye Bye Blues,Bert Kaempfert And His Orchestra
550011,Annie Get Your Gun,Original Cast
550012,In My Quiet Room,Harry Belafonte
550021,Moods Of Marvin Gaye,Marvin Gaye
550024,You Don't Have To Say You Love Me,Dusty Springfield
550025,"Golden Hits Of The Smothers Brothers, Vol. 2",The Smothers Brothers
550029,Greatest Hits,Martha & The Vandellas
550043,"What Did You Do In The War, Daddy?",Henry Mancini
550044,The Kingsmen In Person,The Kingsmen
550145,Time Won't Let Me,The Outsiders
550149,A Beatles' Songbook (The Brothers Four Sing Lennon/McCartney),The Brothers Four
550159,Got My Mojo Workin',Jimmy Smith
550163,How Does That Grab You?,Nancy Sinatra
550167,A Groovy Kind Of Love,The Mindbenders
550169,Love,Love
550176,Gloria,The Shadows Of Knight
550179,Somewhere There's A Someone,Dean Martin
550189,You Were On My Mind,We Five
550192,More Chad & Jeremy,Chad & Jeremy
550314,My Name Is Barbra,Barbra Streisand
550326,The Happy Trumpet,Al Hirt
550327,Time,The Pozo-Seco Singers
550332,Try Too Hard,The Dave Clark Five
550337,Everybody Loves A Nut,Johnny Cash
550341,"""...And I Know You Wanna Dance""",Johnny Rivers
550342,Fever!,Doc Severinsen
550343,Little Girl,Syndicate Of Sound
550344,Sweet Talkin' Guy,The Chiffons
550432,Mrs. Miller's Greatest Hits,Mrs. Miller
550467,The Wondrous World Of Sonny & Cher,Sonny & Cher
550471,Frankie And Johnny,Elvis Presley
550478,Hey Joe,The Leaves
550481,Soul Sister,Aretha Franklin
550483,Mantovani Magic,Mantovani
550490,Music: A Bit More Of Me,David
550491,The Sonny Side Of Cher,Cher
550492,Going To A Go-Go,Smokey Robinson & The Miracles
550600,Having A Rave Up With The Yardbirds,The Yardbirds
550611,The Best Of Ronnie Dove,Ronnie Dove
550616,Hang On Ramsey!,Ramsey Lewis
550620,Way Out West,Mae West
550626,Trini,Trini Lopez
550629,Dave Brubeck's Greatest Hits,Dave Brubeck
550632,The In Crowd,Ramsey Lewis Trio
550639,Highway 61 Revisited,Bob Dylan
550640,It's Over,Jimmie Rodgers
550764,"I Love You 1,000 Times",The Platters
550765,Love Theme From The Flight Of The Phoenix,The Brass Ring featuring Phil Bodner
550775,Big Spender,Peggy Lee
550789,Wildest Organ In Town!,Billy Preston
550790,A Time For Singing,Original Cast
550792,Day For Decision,Johnny Sea
550794,Solid Gold Soul,Various Artists
550795,Together Again!,Willis Jackson with Jack McDuff
550902,Music - A Part Of Me,David
550908,Temptin' Temptations,The Temptations
550928,Lightly Latin,Perry Como
551028,A Man And His Music,Frank Sinatra
551042,My Cherie,Al Martino
551044,One Stormy Night,The Mystic Moods
551061,Batman Theme,Neal Hefti
551067,When You're In Love The Whole World Is Jewish,Various Artists
551089,The Best Of The Righteous Brothers,The Righteous Brothers
551090,Peter Nero-Up Close,Peter Nero
551094,Great Country Hits,Billy Vaughn And His Orchestra
551191,Moonlight Sinatra,Frank Sinatra
551197,Little Wheel Spin And Spin,Buffy Sainte-Marie
551211,Choice,John Gary
551217,For Lovers Of All Ages,Ferrante & Teicher
551220,Great Moments On Broadway,Jerry Vale
551222,See What Tomorrow Brings,"Peter, Paul & Mary"
551228,Think I'll Go Somewhere And Cry Myself To Sleep,Al Martino
551231,"The ""A"" Team",SSgt Barry Sadler
551234,Take A Little Walk With Me,Tom Rush
551235,December's Children (And Everybody's),The Rolling Stones
551242,The Ventures/Batman Theme,The Ventures
551244,Tippy Toeing,The Harden Trio
551344,The Kink Kontroversy,The Kinks
551356,Here I Am,Dionne Warwick
551359,I Remember You,Robert Goulet
551363,The Silencers,Dean Martin
551386,Woman,Peter And Gordon
551388,On A Clear Day You Can See Forever,Original Cast
551390,This Old Heart Of Mine,The Isley Brothers
551394,Phil Ochs In Concert,Phil Ochs
551508,Andy Williams' Newest Hits,Andy Williams
551509,Ramblin' Rose,Nat King Cole
551510,Where The Action Is,The Ventures
551513,Houston,Dean Martin
551529,The Kate Smith Anniversary Album,Kate Smith
551539,Here They Come!,Paul Revere & The Raiders
551542,Four Tops Second Album,Four Tops
551646,Dionne Warwick In Paris,Dionne Warwick
551652,Dear Heart,Andy Williams
551659,Greatest Hits,The Marvelettes
551668,Chet Atkins Picks On The Beatles,Chet Atkins
551671,Otis Blue: Otis Redding Sings Soul,Otis Redding
551672,Michelle,Bud Shank
551673,She's Just My Style,Gary Lewis And The Playboys
551680,Hey! Let's Party,Mongo Santamaria
551692,Bye Bye Blues,Brenda Lee
551695,Play One More,Ian & Sylvia
551798,James Brown Plays New Breed,James Brown
551800,Sweet Charity,Original Cast
551801,My Love,Petula Clark
551804,How Great Thou Art,Kate Smith
551814,Everybody Gotta Be Someplace,Myron Cohen
551818,The Love You Save,Joe Tex
551841,Persuasive Percussion 1966,Enoch Light & The Light Brigade
551962,Arthur Prysock/Count Basie,Arthur Prysock
551964,Thunderball,Soundtrack
551973,Back To Back,The Righteous Brothers
551987,The New Beatles Song Book,The Hollyridge Strings
551991,My Fair Lady,Original Cast
551992,Look At Us,Sonny & Cher
552080,Original Music From The Man From U.N.C.L.E.,"Hugo Montenegro, His Orchestra And Chorus"
552093,They're Playing Our Song,Al Hirt
552113,A Taste Of Honey,Pete Fountain
552121,More Hit Sounds Of The Lettermen!,The Lettermen
552122,Filet Of Soul,Jan & Dean
552127,Roy Orbison's Greatest Hits,Roy Orbison
552136,Unbelievable,Billy Stewart
552137,Batman,Soundtrack
552139,For Animals Only,Baja Marimba Band
552248,The Academy Award Songs,Henry Mancini
552262,"Tony's Greatest Hits, Volume III",Tony Bennett
552268,From Broadway With Love,Nancy Wilson
552271,Lightnin' Strikes,Lou Christie
552277,It's Magic,Jerry Vale
552399,Happiness Is,Ray Conniff
552416,Where Did Our Love Go,The Supremes
552421,Them,Them
552433,The Batman Theme,The Marketts
552440,The Duke At Tanglewood,Duke Ellington
552441,An Evening With Belafonte/Mouskouri,Harry Belafonte
552442,I See The Light,The Five Americans
552443,I Hear Trumpets Blow,The Tokens
552444,Memphis Beat,Jerry Lee Lewis
552567,(Remember Me) I'm The One Who Loves You,Dean Martin
552575,Soul Session,Jr. Walker & The All Stars
552577,The Ventures A Go-Go,The Ventures
552578,Look Out For The Cheater,Bob Kuban And The In-Men
552582,Sam Cooke At The Copa,Sam Cooke
552583,Them Again,Them
552714,I Got You (I Feel Good),James Brown
552722,Michelle,Billy Vaughn And His Orchestra
552725,Roll Out The Red Carpet For Buck Owens And His Buckaroos,Buck Owens
552732,An Evening Wasted With Tom Lehrer,Tom Lehrer
552738,Welcome To The LBJ Ranch!,Various Artists
552840,Beach Boys' Party!,The Beach Boys
552843,Working My Way Back To You,The 4 Seasons
552844,The Men In My Little Girl's Life,Mike Douglas
552864,Ridin' High,The Impressions
552872,You Don't Have To Be Jewish,Various Artists
552881,People,Barbra Streisand
552883,"Big Sixteen, Vol. 3",Gene Pitney
552886,Robert Goulet On Broadway,Robert Goulet
552889,Comfort Me,Carla Thomas
552891,Beatles '65,The Beatles
553000,No Matter What Shape (Your Stomach's In),The T-Bones
553016,You've Lost That Lovin' Feelin',The Righteous Brothers
553026,Sinatra '65,Frank Sinatra
553031,Nat King Cole At The Sands,Nat King Cole
553035,More Hits By The Supremes,The Supremes
553043,"""In"" Beat",Sandy Nelson
553154,Mom Always Liked You Best!,The Smothers Brothers
553174,Champagne On Broadway,Lawrence Welk
553178,My Favorite Things,The Dave Brubeck Quartet
553181,Moon Over Naples,Billy Vaughn And His Orchestra
553187,"Farewell, Angelina",Joan Baez
553193,Don't Be Concerned,Bob Lind
553297,Take A Ride............,Mitch Ryder And The Detroit Wheels
553298,Kinks Kinkdom,The Kinks
553299,Organ Grinder Swing,Jimmy Smith
553317,The New Look,Fontella Bass
553320,Our Man Flint,Soundtrack
553325,Harum Scarum,Elvis Presley
553336,Spanish Grease,Willie Bobo
553339,Your All-Time Favorite Songs,John Gary
553453,Goldfinger,Soundtrack
553465,Go Away From My World,Marianne Faithfull
553467,My Kind Of Broadway,Frank Sinatra
553474,The Sweetheart Tree,Johnny Mathis
553489,The Bobby Fuller Four,Bobby Fuller Four
553491,Sunday And Me,Jay & The Americans
553493,Hole In The Wall,Billy Larkin
553609,Jay & The Americans Greatest Hits!,Jay & The Americans
553618,Beatles VI,The Beatles
553622,The Baroque Beatles Book,Joshua Rifkin
553624,The Duck,Jackie Lee
553632,Don Ho-Again!,Don Ho
553636,Getz/Gilberto,Stan Getz And Joao Gilberto Featuring Antonio Carlos Jobim
553642,"For The ""In"" Crowd",Jack Jones
553753,When The Boys Meet The Girls,Connie Francis
553761,"The Toys sing ""A Lover's Concerto"" and ""Attack!""",The Toys
553769,James Brown Plays James Brown - Today & Yesterday,James Brown
553771,I Like It Like That,The Dave Clark Five
553787,Hang On Sloopy,The McCoys
553790,Five O'Clock World,The Vogues
553795,The Screen Scene,Peter Nero
553896,One Has My Name,Barry Young
553897,The Best Of Jim Reeves Volume II,Jim Reeves
553909,"The Rolling Stones, Now!",The Rolling Stones
553912,Everybody Loves A Clown,Gary Lewis And The Playboys
553926,Our Time's Coming,"Dino, Desi & Billy"
553930,A Taste Of Tequila,Mariachi Brass Feat. Chet Baker
553942,The Orbison Way,Roy Orbison
554041,Choice! The Best Of The Ramsey Lewis Trio,Ramsey Lewis
554043,Papa's Got A Brand New Bag,James Brown
554048,Herman's Hermits On Tour,Herman's Hermits
554055,Satin Pillows And Careless,Bobby Vinton
554067,Fairytale,Donovan
554069,Mantovani Ole,Mantovani
554070,Flowers On The Wall,The Statler Brothers
554086,Lies,The Knickerbockers
554095,Mr. Tambourine Man,The Byrds
554190,Today's Great Hits,Lawrence Welk
554209,It Ain't Me Babe,The Turtles
554211,Summer Days (And Summer Nights!!),The Beach Boys
554214,Love Songs - Mexico/S.A.,Tony Mottola
554221,More Themes From The James Bond Thrillers,Rola
554223,Animal Tracks,The Animals
554224,Just Once In My Life...,The Righteous Brothers
554225,The Cape Verdean Blues,Horace Silver
554227,I'm A Fool,"Dino, Desi & Billy"
554228,The Golden Hits Of Lesley Gore,Lesley Gore
554236,The Village Caller!,Johnny Lytle
554239,The Beach Boys Today!,The Beach Boys
554244,Bumpin',Wes Montgomery
554350,The Great Race,Henry Mancini
554353,More Genius Of Jankowski,Horst Jankowski
554356,My Name Is Allan,Allan Sherman
554368,Looking Through The Eyes Of Love,Gene Pitney
554374,Horowitz at Carnegie Hall - An Historic Return,Vladimir Horowitz
554387,Skyscraper,Original Cast
554390,Hear! Here!,The Hollies
554391,All I Really Want To Do,Cher
554392,Silk 'N' Brass,Jackie Gleason
554496,Bringing It All Back Home,Bob Dylan
554497,Try To Remember,The Brothers Four
554505,The Kingsmen On Campus,The Kingsmen
554507,Joan Baez/5,Joan Baez
554508,Keep On Dancing,The Gentrys
554529,Big Hits By Burt Bacharach...Hal David...Bob Dylan...,The 4 Seasons
554530,The Paul Butterfield Blues Band,The Paul Butterfield Blues Band
554534,Boss Beat,Sandy Nelson
554538,The Sing-Along World Of Trini Lopez,Trini Lopez
554647,"James Blonde, Secret Agent 006.95, ""The Man From T.A.N.T.E.""",Various Artists
554649,Elvis For Everyone!,Elvis Presley
554659,1-2-3,Len Barry
554674,"16 Original Big Hits, Volume 4",Various Artists
554679,Run Baby Run,The Newbeats
554686,Eve Of Destruction,Barry McGuire
554693,More Knockers Up!,Rusty Warren
554794,Gentle Is My Love,Nancy Wilson
554804,"Nero Goes ""Pops""",Peter Nero
554807,Summer Wind,Roger Williams
554810,The Nearness Of You,John Gary
554812,There Goes My Heart,Jerry Vale
554813,The Shadow Of Your Smile,Astrud Gilberto
554817,Baby Don't Go,Sonny & Cher
554827,Blue Midnight,Bert Kaempfert And His Orchestra
554836,The Magic Music Of Far Away Places,Bert Kaempfert And His Orchestra
554840,Another Side Of Bob Dylan,Bob Dylan
554842,Harlem Nocturne,The Viscounts
554843,Autumn Leaves-1965,Roger Williams
554960,The Sandpiper,Soundtrack
554965,The Hit Sounds Of The Lettermen,The Lettermen
554969,John Fitzgerald Kennedy...As We Remember Him (narrated by Chartles Kuralt),John Fitzgerald Kennedy
554980,The Ferrante And Teicher Concert,Ferrante & Teicher
554986,A Session With Gary Lewis And The Playboys,Gary Lewis And The Playboys
554987,Motortown Review In Paris,Various Artists
554990,Folk 'N Roll,Jan & Dean
555120,The Great Waltz,Original Cast
555124,Treat Me Right,Roy Head
555134,Gene Chandler - Live On Stage In '65,Gene Chandler
555136,You'll Never Walk Alone,The Lettermen
555137,It's Gonna Be Fine,Glenn Yarbrough
555139,Johnny Rivers Rocks The Folk,Johnny Rivers
555143,The New Boss,Joe Tex
555267,Class Of '65,Floyd Cramer
555272,I Don't Want To Lose You Baby,Chad & Jeremy
555285,Orbisongs,Roy Orbison
555288,The Silence (Il Silenzio),Roy Etzel
555293,Where Does Love Go,Charles Boyer
555432,The Ventures On Stage,The Ventures
555442,Since I Fell For You,Lenny Welch
555551,The 3rd Time Around,Roger Miller
555565,Having A Wild Weekend,The Dave Clark Five
555578,Broadway Bouquet,Percy Faith
555582,Marianne Faithfull,Marianne Faithfull
555584,Love Affair,Ray Conniff
555588,What's New Pussycat?,Soundtrack
555718,A Song Will Rise,"Peter, Paul & Mary"
555720,Too Many Rivers,Brenda Lee
555724,"My Town, My Guy & Me",Lesley Gore
555738,The Return Of Roger Miller,Roger Miller
555739,There Is Only One Roy Orbison,Roy Orbison
555740,Judy Collins' Fifth Album,Judy Collins
555849,Summer Sounds,Robert Goulet
555853,Catch The Wind,Donovan
555868,The Genius Of Jankowski!,Horst Jankowski
555878,The Steve Lawrence Show,Steve Lawrence
555884,Live At Carnegie Hall,Al Hirt
555893,The World's Greatest International Hits!,Petula Clark
555996,Unforgettable Wirh Love,Nat King Cole
555999,There's Love & There's Love & There's Love,Jack Jones
556003,The Wonderful World Of Antonio Carlos Jobim,Antonio Carlos Jobim
556015,Try A Little Love,Sam Cooke
556016,Boots Randolph Plays More Yakety Sax!,Boots Randolph
556026,The Wandering Minstrels,The New Christy Minstrels
556038,Standing Ovation At Newport,Herbie Mann
556040,The Pink Panther,Henry Mancini
556044,Drums A Go-Go,Sandy Nelson
556148,Looking Back,Nat King Cole
556153,Don't Just Stand There,Patty Duke
556155,La Bamba,Mongo Santamaria
556157,Only The Best,Ferrante & Teicher
556162,Three O'Clock In The Morning,Bert Kaempfert And His Orchestra
556168,In The Midnight Hour,Wilson Pickett
556173,"Hold Me, Thrill Me, Kiss Me",Mel Carter
556181,Cast Your Fate To The Wind,Sounds Orchestral
556326,Skitch...Tonight!,Skitch Henderson
556329,Summer Wind,Wayne Newton
556333,Now Hear This,Moms Mabley
556341,The Roar Of The Greasepaint-The Smell Of The Crowd,Original Cast
556344,The Arthur Sound,Wil
556345,Pastel Blues,Nina Simone
556447,Chim Chim Cher-ee,The New Christy Minstrels
